text,label,standard
Her gözde baluk o kadar büyük fazlaydı.,Ağız,Her gözde balık o kadar fazlaydı.
Ablam var idi bir dane benden büyükdi.,Ağız,"Bir tane ablam vardı, benden büyüktü."
Hem bunun halasi hem benum halam.,Ağız,Hem onun halası hem de benim halam.
Böyle böyle bunu verelum dediler.,Ağız,"Böyle böyle, 'Bunu verelim' dediler."
Benim daha evlenmeye şeyim yok dedum.,Ağız,Ben 'Daha evlenmeye hazır değilim' dedim.
Daha bu evi yapmamişim evi donatmamişim.,Ağız,"Bu evi daha yapmamıştım, evi donatmamıştım."
Donatılacak ev var dediler.,Ağız,Donatılacak ev var dediler.
Sonra bir bakayım dedum.,Ağız,Sonra 'Bir bakayım' dedim.
Allah da götürdi bunu kapunun önüne.,Ağız,Allah onu kapının önüne getirdi.
Bunun yola götürdi beni onun evi.,Ağız,Onun yolu beni onun evine götürdü.
İlk bu bakmaga gelmiş idi.,Ağız,İlk bu bakmaya gelmişti.
Annesi bana askerlukte geldiler kapıda bekliyrdi annesi.,Ağız,Annesi askerliğimde bana geldiler; kapıda bekliyordu.
Teyzemdi da annesi.,Ağız,Annesi teyzemdi.
Uzakdan tanidum ben gittum içeriye aldum oturttum.,Ağız,"Uzaktan tanıdım; içeri aldım, oturttum."
Bunun kardeşi de benimle beraber askerlik yapayrdu.,Ağız,Onun kardeşi de benimle beraber askerlik yapıyordu.
Kardeşine haber verdum oturttuk.,Ağız,"Kardeşine haber verdim, oturttuk."
İkimizi götürdi de oturağa oturtti.,Ağız,"İkimizi götürdü, oturağa oturttu."
Annen gelmediğini bilme bende annenim dedi.,Ağız,"‘Annen gelmedi sanma, ben annenim’ dedi."
On dört yaşında idim annem ölünce.,Ağız,Annem ölünce on dört yaşındaydım.
Bu yola inıyrdı bi bakayım diye.,Ağız,"Bu yola iniyordu, 'Bir bakayım' diye."
Ben de aniden çiktum evden buna nereye gidiysun dedum.,Ağız,Ben de aniden evden çıktım; 'Nereye gidiyorsun' dedim.
Nereye gideysun diye hesap sordu bana.,Ağız,Bana 'Nereye gidiyorsun' diye hesap sordu.
Esma halama dedum.,Ağız,‘Esma halama’ dedim.
Esma halam var idi annemin halası vardı orda.,Ağız,Esma halam vardı; annemin halası oradaydı.
Bunların evinin ötesinde.,Ağız,Onların evinin ötesindeydi.
Zaten evimiz uzak değildi yakın idi.,Ağız,Zaten evimiz uzak değildi; yakındı.
Ben gidip dolaşuyurdum.,Ağız,Ben gidip dolaşırdım.
Hiç bize gelmeyirsın dedum.,Ağız,‘Hiç bize gelmiyorsun’ dedim.
Hiç gelmiyrım sen biliyrsın dedi.,Ağız,"‘Hiç gelmiyorum, sen biliyorsun’ dedi."
Konuşmak sevmek mevmek nerde bulurdun.,Ağız,"Konuşmak, sevmek nereden bulunurdu?"
Gördüğün zaman da kaçardın kaçmazsan ayıp.,Ağız,Gördüğünde de kaçardın; kaçmazsan ayıptı.
Ben zaten beğeniyordum da halamdı teyzem idi.,Ağız,"Zaten beğeniyordum; halamdı, teyzemdi."
Beni görünce beğendun mi.,Ağız,Beni görünce beğendin mi?
Beğendum beğendum de aldim da.,Ağız,"Beğendim, beğendim; aldım da."
Şimdi öyle mi konuşiyrler görişiyrler.,Ağız,"Şimdi öyle mi; konuşuyorlar, görüşüyorlar."
Şimdi iyi.,Ağız,Şimdi iyi.
Şimdi iyi mi biz de görüşsek konuşsak iyi olacak idi.,Ağız,Şimdi iyi mi; biz de görüşsek konuşsak iyi olurdu.
Konuştuk da nereye gideysun diye sormadın mı.,Ağız,Konuştuk; 'Nereye gidiyorsun' diye sormadın mı?
O daha nişan olmadan.,Ağız,O daha nişan olmadan.
Belludur da şimdi cüzel olmasa alır mıydı zaten.,Ağız,Belliydi; güzel olmasa alır mıydı zaten?
Benden daha güzel idi boyu moyu güzel.,Ağız,Benden daha güzeldi; boyu posu güzeldi.
Dört oğlan bir kız iki dane de öte dünyada var.,Ağız,"Dört oğlan, bir kız; iki tane de öte dünyada var."
Yedi dane hepisi.,Ağız,Toplam yedi tane.
Rahmetlik kaynanam var idi o bakar idi.,Ağız,Rahmetli kaynanam vardı; o bakardı.
Ben işe giderdum razıyım.,Ağız,Ben işe giderdim; razıyım.
Razı olmaduğum da var razıyım.,Ağız,"Razı olmadığım da var, yine de razıyım."
Annem beni çok sever idi.,Ağız,Annem beni çok severdi.
Bi annem kıymetimi bilur idi.,Ağız,Bir annem kıymetimi bilirdi.
Yaşlanınca her şey değişiyor da.,Ağız,Yaşlanınca her şey değişiyor.
Yaptuğum hareketleri yapamazsın da.,Ağız,Yaptığım hareketleri yapamazsın artık.
Sabahları erken kalkardum kalkamazsın.,Ağız,Sabahları erken kalkardım; şimdi kalkamazsın.
Cezerdi cezemezsin inemezsin.,Ağız,"Çözerdin; şimdi çözemezsin, inemezsin."
Çabuk giderdum gidemezsin da.,Ağız,Çabuk giderdim; şimdi gidemezsin.
Tam altı sene oldi daha bahçeye girdiğim yok.,Ağız,Tam altı yıl oldu; daha bahçeye girmedim.
Gelinlere cedum ki ben uni öğuttum eledum eleği astum.,Ağız,"Gelinlere dedim ki: Ben unu öğüttüm, eledim, eleği astım."
Şimdi siz yaparsınız yavrum bahçe tarla her şey.,Ağız,"Şimdi siz yaparsınız yavrum; bahçe, tarla, her şey."
Ben şimdi hazir.,Ağız,Ben şimdi hazır sayıyorum kendimi.
Şimdiden sonra obur dunyayı düşünüyorum.,Ağız,Şimdiden sonra öbür dünyayı düşünüyorum.
İnşallah ateşte yanmam iyi yere giderim.,Ağız,"İnşallah ateşte yanmam, iyi bir yere giderim."
Dua edeyrum sabaha tesbih elimde okuyorum.,Ağız,"Dua ediyorum; sabaha kadar tespih elimde, okuyorum."
Akşam yatinca şimdi burda yatayruz.,Ağız,Akşam yatınca burada yatıyoruz.
Sabaha sağ kalacağun kim bilsin kimse bilmez.,Ağız,Sabaha sağ kalacağını kim bilir; kimse bilmez.
Sağ mı kalacaksın diri mi kalacaksın.,Ağız,"Sağ mı kalacaksın, diri mi kalacaksın?"
Kaç gün yaşayacaksın kaç saat yaşayacaksın bilmeysin.,Ağız,"Kaç gün, kaç saat yaşayacağını bilemezsin."
Bu diyo ki sen iki gün olsun daha evvel öleyim diyo.,Ağız,"Bu diyor ki: 'Sen iki gün önce öl, ben sonra olayım.'"
Yoksa bana kalp olur dedi.,Ağız,"Yoksa bana kalp olur, dedi."
Sana bir şey olursa ben yaşayamam dedi.,Ağız,"Sana bir şey olursa yaşayamam, dedi."
Şimdiden sonra hayatından ne bekleyırsın.,Ağız,Şimdiden sonra hayatından ne bekliyorsun?
Ölüm bekleyrum ne bekleyeceğum.,Ağız,Ölümü bekliyorum; başka ne bekleyeyim.
Doğru der da.,Ağız,Doğru söylüyor.
Başka ne bekleyeceksin.,Ağız,Başka ne bekleyeceksin ki.
İnsan yaşamayı sever ama gençlih nerde gençlih gitti.,Agız,"İnsan yaşamayı sever ama gençlik nerede, gençlik gitti."
"Yaşı, doğsan deelim. ",Agız,Yaşın doksan diyelim.
biz asas Bafra köprülüyüz. Şampazarlıyız.,Agız,"Biz aslen Bafra Köprülü'yüz, Şalpazarlıyız."
"Ama bi muhacır olarak geldik düştük buraya, Maçkaya.",Agız,"Ama muhacir olarak geldik, buraya Maçka’ya düştük."
ne yapacarağ hizmetçıligle odunla şurda burda işte geldik geçtiler.,Agız,"Ne yapalım, hizmetçilikle, odun taşımakla orada burada geçindik."
"düştük bu memlegetlere ne bileyim, gelmez olayduk. Gelduk.",Agız,"Bu memleketlere düştük, ne bileyim, gelmeseydik keşke."
Bizim Vağfıgebir buradan eyidi.,Agız,Bizim Vakfıkebir buradan iyiydi.
ama bi defa düştük buraya memlegetde yine yerimiz var amma miras oldu.,Agız,"Ama bir kere geldik, buraya da yerimiz vardı ama miras meselesi oldu."
ben beş altı yaşlarında varıdım heralde buraya gelende.,Agız,Buraya geldiğimizde beş altı yaşlarındaydım.
Burasını mödheddiler çoğ iyidir öyledir şöyledir.,Agız,"Burası övülüyordu, çok iyidir, şöyledir deniliyordu."
Yaylası var otu var kiraz şeesi var ormanı var geçdik buralara.,Agız,"Yaylası var, otu var, kirazı var, ormanı var diye geldik."
hâlbuki yok hiçbi denesinden faydalanamadık.,Agız,Ama hiçbirinden faydalanamadık.
balcılıkla bizim geldik göçdük.,Agız,Yani arıcılık yaparak göç ettik.
Burası göya bol beriler Maçka bol imiş.,Agız,"Burası sözde bereketliymiş, Maçka çok iyiymiş."
"Ne Maçka bol be. Bol yok, yok ya.",Agız,Ne bereketi Maçka'nın! Hiçbir şeyi yok.
"Ormanı var, buranın bir tek ormanı var.",Agız,Sadece ormanı var buranın.
Bizim o tarafın ormanı yoğudı.,Agız,Bizim oralarda orman yoktu.
Çocuklumuz koyun peşinde balcılıklan geldi geçti.,Agız,"Çocukluğumuz koyun peşinde, arıcılıkla geçti."
"Okula da gidemedik. İlkokula ney, 3.sınıfa gadar oguttı oguyabildik.",Agız,Okula da gidemedik. İlkokula üçe kadar okuyabildik.
Çünki ondan sonra daha okul yoğ ıdı.,Agız,Çünkü sonrasında okul yoktu.
Maçka’da oraya da gitmeye gücret yoğıdı götüren gidemedik.,Agız,Maçka’da okul olsa bile gidecek imkânımız yoktu.
Orda üçüncü sınıfa gadar oğuduk zaten tamam.,Agız,Üçüncü sınıfa kadar okuyabildik zaten.
Yaşta gitdi ondan sonra okumuşug hiç deeri yog.,Agız,"Yaş geçti, okumadık, diplomanın da bir değeri kalmadı."
"Arapçayuda okuyamadıg, şimdi gözlerim kördü okuyamayrım.",Agız,"Arapça da okuyamadık, gözlerim şimdi kör, okuyamıyorum."
Ne yazabilim ne okuyabilim.,Agız,"Ne yazabiliyorum, ne okuyabiliyorum."
"Okuyamim. Gozlerim amaleyat, şimdi hiç bi faydası yog.",Agız,"Gözlerim ameliyatlı, artık hiç faydası yok."
Biz vakfıgebirliik Şampazarlıyık.,Agız,"Biz Vakfıkebirliyiz, Şalpazarlıyız."
Şampazarı ben dorugkeş koyınde doğduk bu da ben de.,Agız,"Şalpazarı, ben Dorukköy köyünde doğdum; hem o hem ben."
biz daha çifde geldik.,Agız,Biz birlikte geldik.
Ben sonradan geldim. Bunlar doğuşumda buraya geçtiler geçmediler onu bilemem ben.,Agız,Ben sonradan geldim. Doğduğumda onlar buraya yerleşmişti mi bilmiyorum.
Biz ufak yaşlarda babamız öldü. Annemiz bi zaman baktı bize sonra evlendi.,Agız,Biz küçükken babamız öldü. Annemiz bir süre baktı ama sonra evlendi.
Babaanmnem var ıdı dedem var ıdı onlarla durduk büyüdük.,Agız,"Babaannem ve dedem vardı, onlarla yaşadık, büyüdük."
"Burda da işte ineklen, danaylan işlen fakirliklen zulümlen çoluk çocuklarımızı buyüttuk.",Agız,"Burada inekle, danayla, yoksullukla çocuklarımızı büyüttük."
Bu benim halamın kızı uşağı.,Agız,Bu benim halamın kızının çocuğu.
babam bunun dayısıydı biz çifte geldik buralara.,Agız,Babam onun dayısıydı. Biz birlikte geldik buraya.
Köyde tanıştuk işte.,Agız,Köyde tanıştık işte.
Kaçtu geldi.,Agız,Kaçtı geldi.
Ben de yetimidum beni kim arayide düğün etcez.,Agız,"Ben yetimdirdim, kimse beni istemezdi, düğün yapılmazdı."
Dört kardaş iduk. O zamanlar düğün müğün yok.,Agız,Dört kardeştik. O zamanlar düğün falan yoktu.
O Zamanlar fakirlik zamanları.,Agız,O zamanlar fakirlik dönemiydi.
Benim babaannem bunların halasıydi. Babam bunların dayısıydi.,Agız,Benim babaannem onların halasıydı. Babam onların dayısıydı.
Bunlar yağanluz idi anaları öldi gardaşının iki uşağı var idi.,Agız,"Onlar yetim kaldı. Anneleri ölmüştü, kardeşinin iki çocuğu vardı."
Biz de cahil uşaguduk ağ ahçesine kaçtuk gelduk.,Agız,"Biz de cahildik, ağlayarak kaçtık geldik."
Sonradan isteduk oldu altı yedi tane uşağumuz. Birisi öldi kaldu altu tane.,Agız,"Sonradan evlendik, altı yedi çocuğumuz oldu. Biri öldü, altı kaldı."
Asker yolcu ederdiler heralde. Mezere gittiydim.,Agız,Asker yolculuydular. Mezraya gitmiştim.
Bunlarda buradan aşağu geçtiler aşağıya kalabaluk arasunda atan peşinden atan vurdi.,Agız,"Onlar buradan aşağı geçtiler, kalabalık arasında biri ateş etti."
"Sesmedik ifade vermedi, tek gurşunda öldi.",Agız,"Ses etmedik, ifade vermedik, tek kurşunda öldü."
Atardılar o zamanlar manevra ederdiler.,Agız,"O zamanlar manevralar olurdu, ateş edilirdi."
Peşinden atan benimgini vurdu. 44 sene oldu.,Agız,Peşinden atan benimkini vurdu. 44 yıl oldu.
Martta kırk beşe döndi. 9 aylık evli idi. Hamileydi.,Agız,Martta 45’e döndü. 9 aylık evliydi. Hamileydi.
Oldu bi kızcağızı oldu işte evlendi gitti.,Agız,"Bir kız çocuğu oldu, evlendi gitti."
Gençler ölür diyene hiç inanmazdum. Kocayanlar ölecek sanardum.,Agız,Gençler ölür denilince inanmazdım. Yaşlılar ölür sanırdım.
ben kırk dört kırk beş sene evlu galdım.,Agız,Ben 44-45 yıl evli kaldım.
"Toprağın altında, ben burada yaşayrum.",Agız,"Toprak altında, ben burada yaşıyorum."
Allah öyle istedi öyle yabti.,Agız,"Allah böyle istedi, böyle yaptı."
Bu çok ağır bi olüm. Öleceik bu Allah’ın emri.,Agız,Bu çok ağır bir ölüm. Ölüm Allah’ın emri.
Ama çok ağır geli adama.,Agız,Ama insana çok ağır geliyor.
O benim torunum Halil geçtu gitti.,Agız,"O benim torunum Halil’di, geçti gitti."
Vuranda bellu olmadi gittu da Halil.,Agız,"Vuran belli olmadı, gitti Halil."
Asgerde tobçu idum tobçu.,Agız,Askerde topçuydum ben.
İstanbul’da yabtum uç sene.,Agız,"İstanbul’da yaptım askerliğimi, üç sene."
"Selimiye gışlasında, Selimiye.",Agız,Selimiye Kışlasında.
Megtub yazardık ara sıra yazardu amma gelmi.,Agız,Ara sıra mektup yazardık ama gelmezdi.
Bi ayda anca gelurdi megtup İstanbul’dan buraya.,Agız,İstanbul’dan buraya mektup bir ayda ancak gelirdi.
okuma yazma yoğ idi.,Agız,Okuma yazma bilmiyordu.
Dayum koyunlarla gidib ben yaylalarda yahut köyda.,Agız,"Dayım koyunlarla giderdi, ben yaylada ya da köydeydim."
Gomşular Hamsigöy’e gidub alirlardi.,Agız,Komşular Hamsigöl’e gider alırlardı.
Üç ayda bi yazardum. Megtuplaştık yalan yoğ.,Agız,Üç ayda bir yazardım. Mektuplaşırdık. Yalan değil.
O zamanları bi daha nasib etmesun Allah.,Agız,O günleri Allah bir daha nasip etmesin.
Çegtuglerimiz. Yüg taşırduk argamızda.,Agız,Taşıdıklarımız... Yük taşırdık sırtımızda.
hayvanımızı önumuzde yüg aragamızda.,Agız,"Hayvan önümüzde, yük sırtımızda."
bi şey kesmeye gelurdum buraya köye. Güzün.,Agız,"Bir şey kesmeye gelirdim köye, güz mevsiminde."
Ukarı giderken uşaklar gucağım da arkamda bağla.,Agız,"Yukarı giderken çocuklar kucağımda, sırtımda bağlı olurdu."
Var evimiz var bu yanda var ıdı.,Agız,Evimiz vardı burada.
İstanbul’da evimiz yoğudu.,Agız,İstanbul’da evimiz yoktu.
İstanbul’u sevmedim.,Agız,İstanbul’u sevmedim.
"Burda yayla olsu, mezere olsun, köy olsun şerbes.",Agız,"Burada yayla, mezra, köy özgürdür."
İstanbul’da ne? Suyu yok tarlası yok çayırı yok.,Agız,"İstanbul’da ne var? Ne suyu, ne tarlası, ne çayırı var."
Ayda bi izin kâğıdıyla çarşuya gider gelurduk.,Agız,Ayda bir izin kâğıdıyla çarşıya gidip gelirdik.
Sen yaylaya gideceğudin. Yaylalarda evler yog idi.,Agız,Sen yaylaya gidecektin. Yaylada ev yoktu.
Egmeini de arkanda arganda cıkaracaidun.,Agız,"Ekmeğini de sırtında, arkanda taşıyacaktın."
birer dene çaputcuk yorgancuk arkanda mezela çikaracağudin.,Agız,"Bir çaput, yorgan gibi şeyleri sırtında mezraya çıkaracaktın."
"Şimdi yaylalarda daireler, sular kabılarda.",Agız,"Şimdi yaylalarda daireler var, sular muslukta."
şimdi rahatlık çokta zaman gitdi. Kocaduk.,Agız,"Şimdi rahatlık çok, zaman geçti. Yaşlandık."
"Misir, patades, pağla, buğday her ne yaparsak işte.",Agız,"Mısır, patates, fasulye, buğday... Ne varsa onu yaptık."
Siğircilik yapardık. Sütünü sağardik.,Agız,"Sığır baktık, sütünü sağardık."
"Koyunumuz var idi, kuzusunu satardin, yağını sütünü satardin.",Agız,"Koyun vardı, kuzusunu, yağını, sütünü satardık."
"Ettuğimiz misirleri kuruturdik, öğüdüdük, egmek ederduk.",Agız,"Kurutulan mısırları öğütür, ekmek yapardık."
Sobalarda ocaklarda. Ocağa koyarduk. Sacta ederduk.,Agız,"Sobada, ocakta pişirirdik."
Misirleri değirmenlerde gutur egmek ederduk.,Agız,"Değirmene götürür, mısırı öğütür, ekmek yapardık."
"Lahana ettisen o. Tirmağa ettisen, yoğurdu yaptisan o.",Agız,"Lahana pişirir, yoğurt yapardık."
"çay idi pekmez idi kaymağıdı, reçelidi, yağ ıdı.",Agız,"Çay, pekmez, kaymak, reçel, yağ... Ne varsa."
Bi kilo şekerle çıkar yaylaya gelir idik.,Agız,Bir kilo şekerle yaylaya giderdik.
Bi kalıp sabunla çıkar yaylaya gelurdik.,Agız,Bir kalıp sabunla yaylaya giderdik.
Bunlarla yaşaduk. Bunlarla bugüne gelduk.,Agız,"Bunlarla yaşadık, bugünlere geldik."
Belim üşür kuşaksız duramam. Biz aluşuğuz evvelden beri.,Agız,"Belim üşür, kuşaksız duramam. Eskiden alışkınız."
Bu olmasa su taşiyamazduk.,Agız,Bu olmasa su taşıyamazdık.
"Arkalarına odun alma yok, taşıma yok.",Agız,"Odun taşıma yok, su taşıma yok artık."
"Evde su, ahırda su, kapıda su ulan su.",Agız,"Evde su, ahırda su, kapıda su."
Çayır araba ilen. Meziride kış boyu arkamızda taşıyacaktık imkânı yok.,Agız,Çayır arabayla... Mezrada kış boyu sırtımızda taşıyorduk.
Bugünler aklumuza gelmez idu.,Agız,Bugünler aklımıza bile gelmezdi.
Her şeyi bildik artık ama ne fayda eder mal gitti akul geldu.,Agız,"Her şeyi öğrendik ama ne fayda, mal gitti akıl geldi."
Yaşlanunca biraz zorlaştı.,Agız,Yaşlanınca işler zorlaştı.
Kendi kendimize zor idare ediruk bu zamana kadar.,Agız,Kendi kendimize zor idare ettik bu zamana kadar.
ama birazda yaşlanduk artuk uşendik uşeniyok etmeye.,Agız,"Ama yaşlandık, artık üşeniyoruz, yapamıyoruz."
Ne yapalım? Gençlik nerde gitti gençlik.,Agız,Ne yapalım? Gençlik nerede gitti gençlik.
Yaşadıkta kocaduk. Yaşamasak gocamazduk.,Agız,Yaşadık da yaşlandık. Yaşamasaydık yaşlanmazdık.
"Yaşluluk çok yemez artuk, ölüm var tabi.",Agız,"Yaşlılar çok yiyemez artık, ölüm var tabii."
Zaruri yaşamanın değeri yok. Elin eline kaldun mu zor oliyo.,Agız,Zorunlu yaşamın değeri yok. Başkasına muhtaç kalmak zor.
"Ölüm daha iyi, ölüm daha iyi.",Agız,"Ölüm daha iyi, ölüm daha iyi."
Buralarda soug olu yer gün odun yagayruk.,Agız,"Buralarda soğuk olur, her gün odun yakarız."
Hay allan sorin baga işim da var ineglerim bi daha çikıp yayilacak.,Agız,"Hay Allah'ım sorun bana, işim de var, ineklerim yine çıkıp yayılacak."
Boyle ineglerımız var idi. Olara bagarduk.,Agız,Böyle ineklerimiz vardı. Onlara bakardık.
"Böyle bağda bağçede iş ederdug ama pirlukde kardaşımız, bubamız yanımuzda anamuz.",Agız,"Bağda bahçede iş yapardık ama kardeşimiz, babamız, annemiz yanımızda birlikte yapardık."
Ole yalağz bi yere gitmeg olmaz.,Agız,Öyle yalnız bir yere gitmek olmaz.
İşde oyle beyduk.,Agız,İşte öyle büyüdük.
Bizım zamanımuz oyle.,Agız,Bizim zamanımız öyleydi.
Ağabeymi yolladuk. O ogudi ögretmen oldi.,Agız,"Ağabeyimi gönderdik. O okudu, öğretmen oldu."
"İşde ben evde karuşturudum defterlerıni, gitaplarıni onlarda bi şeyler öğrendim o zaman.",Agız,"Ben de evde defterlerini, kitaplarını karıştırır, bir şeyler öğrenirdim o zaman."
Sonra ogumayunca olari de unuttum.,Agız,Sonra okumayınca onları da unuttum.
"E ha boyle harfleri A, Ka, Re, Fe.",Agız,"Böyle harfleri A, K, R, F."
Ha boyle bi şeyleri ögrendim orda.,Agız,Böyle şeyleri orada öğrendim.
"Derdi de o oguyanlar gi “Pu ogula gidse çok eyi pileceğdi, öğreneceğdi” ama o zamaniginde orda yoğ idi.",Agız,"Okuyanlar derdi ki 'Bu okula gitse çok iyi bilecekti, öğrenecekti' ama o zamanlar orada yoktu."
Kene şeherlerde bazisında var idi.,Agız,Yine şehirlerde bazılarında vardı.
Bizidig yog idi.,Agız,Bizde yoktu.
Aha ergeklere katın yolladın kızun güle güle yollayani.,Agız,"Erkekleri gönderirdin, kızını güle güle yollayan olmazdı."
İşde öyle çog azacuk bi gişi igi gişi anca yollardi kızıni.,Agız,Çok az kişi ancak kızını gönderirdi.
İşde yollamazdi.,Agız,İşte göndermezdi.
Sora maddi durum yoğ idi.,Agız,Sonra maddi durum yoktu.
Mesele elbisesi uygun olacag.,Agız,Mesela elbisesi uygun olacak.
Para yog.,Agız,Para yok.
O zamanın hiç ey değildi.,Agız,O zamanın hiç iyi değildi.
Sora beydi kim ağur yük getürusa o eyi gızdır.,Agız,Derlerdi ki ağır yük getirirse o iyi kızdır.
Kim çabug o zaman çalişma var idi ama boyle bulma yoğdi.,Agız,O zamanlarda çalışma vardı ama iş bulmak kolay değildi.
Nasil bidava çalışisun.,Agız,Nasıl bedava çalışırsın.
Oyleydi zaman.,Agız,Zaman öyleydi.
Gız getirdı ben da sanıyrum.,Agız,"Kız getirdi, ben de sanıyorum."
Bir deliganlı orda.,Agız,Orada bir delikanlı var.
Ha boyle midır argadaşın gız deli misin?,Agız,"Bu mu senin arkadaşın, kızım deli misin?"
Çünki argadaş oyle.,Agız,Çünkü arkadaşı öyleydi.
Ne diyecesın?,Agız,Ne diyeceksin?
Uşagım geliya argadaşıyla.,Agız,Çocuğum arkadaşıyla geliyor.
Geldım. E ben de beklıyrım gendi gibi bi delikanli.,Agız,Geldim. Ben de kendi gibi bir delikanlı bekliyorum.
Bagayrim bi gız.,Agız,Meğer bir kızmış.
Ha bu midu argadaşın?,Agız,Bu mu senin arkadaşın?
Sagın bunilan gezma.,Agız,Sakın bununla gezme.
Biza tühaf gelıy.,Agız,Bize tuhaf geliyor.
E bu zeman boyle.,Agız,Bu zaman böyle.
Rica etti anası: konuşturayım seni anamla.,Agız,Annesi rica etti: seni annemle konuşturayım.
Kiz çekişir bırag dema.,Agız,"Kız kavga eder, bırak der."
Yok gonuştur bagalım.,Agız,"Hayır, konuştur bakalım."
Ee kızım orda ne yapay baga güven ben senlan çok çekişiyrim.,Agız,"Kızım orada ne yapacak, bana güven, seninle çok tartışıyorum."
Bizi bubamız şoyle ben en gücüğü idım.,Agız,"Babamız öyleydi, ben en küçük çocuktum."
Benım anam peni yani çog severdi.,Agız,Benim annem beni çok severdi.
Terdi gi: “Ben eldigten sonra hiç saga anca ben buni yani ayri köremem.”,Agız,Derdi ki: 'Ben ölünceye kadar seni yalnız bırakamam.'
Oyle derdi.,Agız,Öyle derdi.
Dema derdi neneme.,Agız,Öyle deme derdi neneme.
Hic a boyle pena bir azar bi şamar vurmiş kimse degıl.,Agız,Bana kimse bir azar ya da tokat atmamıştır.
Beni oyle nazli saglardi.,Agız,Beni öyle nazlı büyütmüşlerdi.
Puraya da geldım ha ayni gene.,Agız,"Buraya da geldim, yine aynıyım."
Ben şindi herif biraz emeg ettigi kaduni attireceg baga baktu İbraam.,Agız,Şimdi koca biraz emek verdiği kadını bırakacak diye baktı İbrahim.
O zamangi zaman da o ocag başuna kelemez.,Agız,O zamanlar ocağın başına gelemezdi.
Boyugun ile gonuşamazsun.,Agız,Büyüğünle konuşamazsın.
Biz hala birbirumizin adini çağuramağuk.,Agız,Biz hâlâ birbirimizin adını söyleyemeyiz.
Çüngi aluşmadug onu.,Agız,Çünkü alışmadık ona.
Ayip gelir bize.,Agız,Bize ayıp gelir.
Herif çağırır o benım adımı der.,Agız,"Koca seslenir, adımı söyler."
Ben diyemam.,Agız,Ben söyleyemem.
Dönmeye oraya dilim.,Agız,Oraya dilim dönmez.
Bazi şagadan derim aee Yusufdir adi.,Agız,Bazen şakayla 'Yusuf'tur adı' derim.
O da der: “Nerdan da çıgdi bu iş.”,Agız,O da der ki: 'Bu nereden çıktı?'
Pu ha boyle bi şeylar.,Agız,Bu hep böyle şeyler.
Afedersiğız demesi ayip şindigi zaman çog güzel.,Agız,"Afedersiniz demek ayıptı, şimdiki zaman çok güzel."
Pizum göyde erkeğu dağa çog severler.,Agız,Bizim köyde erkek çocuklarını daha çok severler.
Gıza o gadar düşgin degiller ama pen de pubası da hep gız çog severduk.,Agız,Kızlara o kadar düşkün değillerdi ama ben ve babam hep kızları çok severdik.
Şindi neden hem güzel oliyi hem yer oni inegler.,Agız,"Şimdi neden hem güzel oluyor hem de yeri iyi, inekler oraya gider."
E keseyrım biraz yorıliyrum bıragiyrım.,Agız,"Kesiyorum, yoruluyorum, bırakıyorum."
Evel buraya boyle karşiya geçmemiş.,Agız,Daha önce buraya böyle karşıya geçmemiş.
Eve gitme yog.,Agız,Eve gitmek yok.
Yemeg de yog.,Agız,Yemek de yok.
Diyrum oğa gi ben eldigten sonra emegli oluğsunuz.,Agız,"Diyorum ona ki, ben öldükten sonra emekli olursunuz."
Pıragmayin buralari.,Agız,Buraları bırakmayın.
Yapancılar girecek buraya benım canım daha ken ağlar.,Agız,"Yabancılar buraya girecek, benim içim hâlâ ağlar."
Kendunız buralağa sahıp oliğin yerınıza.,Agız,Siz bu yerlere sahip çıkın.
Ama benım uşaglarım şey etmez yaylayi seviyiler.,Agız,"Ama çocuklarım bırakmaz, yaylayı severler."
Buralari oyle sadıp gidemaz.,Agız,Buraları öyle satıp gidemez.
Milled gelse de evlerıni bıragmazlar.,Agız,Millet gelse de evlerini bırakmazlar.
Olar purda çocugluklari purda geçdi.,Agız,Onların çocuklukları burada geçti.
Arı dağında tağübe getdük.,Ağız,Ağrı Dağı'na takip etmeye gittik.
İşde o zaman hadise buydu.,Ağız,İşte o zaman olay buydu.
Bir alay getdiydi.,Ağız,Bir alay gelmişti.
Tağıb etdük.,Ağız,Takip ettik.
Orda goyun bir şey soymüşlarıdı.,Ağız,Orada koyunun bir şeyini soymuşlardı.
Biz de onun takibüne getdük.,Ağız,Biz de onun takibine gittik.
Arı dağanda çatuşmuya girmedük.,Ağız,Ağrı Dağı’nda çatışmaya girmedik.
Bi şeyli var idi.,Ağız,Bir şeyleri vardı.
Dabançayı atıncah guş cücüğ gib daldılar.,Ağız,Tabancayı atınca kuş yavrusu gibi daldılar.
Biz de sabaa geder behledük.,Ağız,Biz de sabaha kadar bekledik.
Mecburi yatiysin.,Ağız,Mecburen yatarsın.
Yohsa senü vurur.,Ağız,Yoksa seni vurur.
Altü yüz gıram ehmeh var idi.,Ağız,Altı yüz gram ekmek vardı.
Geliydi işde.,Ağız,Geliyordu işte.
Daşlı maşlı yeyiydük.,Ağız,Taşlı maşlı yemek yerdik.
İkinci ciğan arbünden çıhmuşdı.,Ağız,İkinci Dünya Savaşı’ndan çıkmıştı.
"O zaman dünya harbı vardı ya, ikinci ciğan.",Ağız,"O zaman dünya savaşı vardı ya, ikinci dünya."
